,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.126009,0.141475,0.155483,0.074397,0.137212,0.099827,0.070011,0.058001
variance,1.984698e-08,3.903386e-08,5.731694e-08,4.017721e-09,3.962969e-08,1.113316e-07,3.733959e-08,6.406198e-08
ambient,0.006564,0.006562,0.00656,0.006582,0.006558,0.006586,0.006568,0.00656
