,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.395394,0.51692,0.457837,0.311432,0.449368,0.312427,0.221716,0.13606
variance,1.678451e-07,5.62455e-07,6.369054e-07,7.292007e-08,5.079922e-07,1.175283e-06,3.880997e-07,3.433116e-07
ambient,0.017783,0.017768,0.017707,0.017738,0.017688,0.01773,0.017667,0.017637
